id,url,image,gender,age,semesters_studying_latvian,mother_tongues,other_languages,original_text,corrected_text
176,http://lava.korpuss.lv/corpus/176,http://lava.korpuss.lv/uploads/9e83279df1cf43eaeae363cce900b192eadce856.jpeg,FEMALE,19,1,fa,en|es|sv,"Labrīt,
Mani sauce Sara. Mans uzvārds ir Moussavi. Man ir deviņpadsmit gadu. Es esmu no Zviedrijas, no Stokalmas.
Man ir liels istaba. Dzivoju studentu viesnīca, tā atrodas Pārdaugavā, Dārza ielā. Mana gimene dzīvo Zviedrijā. Es studeju Rīgas stradiņa universitātē.
Man patīk mana grupa.
Rigā man nepatīk auksts laiks.","Labrīt!
Mani sauc Sāra. Mans uzvārds ir {Moussavi}. Man ir deviņpadsmit gadu. Es esmu no Zviedrijas, no Stokholmas.
Man ir liela istaba. Dzīvoju studentu viesnīcā, tā atrodas Pārdaugavā, Dārza ielā. Mana ģimene dzīvo Zviedrijā. Es studēju Rīgas Stradiņa universitātē.
Man patīk mana grupa.
Rīgā man nepatīk aukstais laiks."
177,http://lava.korpuss.lv/corpus/177,http://lava.korpuss.lv/uploads/a7894d641b762213f9067bdd24a52bff111733f2.jpeg,MALE,19,1,sv,ar|en|so|sv,"Es esmu students. Mani saus Alamir. Man ir divjnpasmit gadi. Es esmu no zvedrijas. Es dviju kipsala. Mana telefona numers ir nule, septini, divini, divi, pieci, seši, astoni, divi, septini, nulle. Es studaju medicinu. Man ir viens bralis un vina masa.","Es esmu students. Mani sauc Alamirs. Man ir deviņpadsmit gadi. Es esmu no Zviedrijas. Es dzīvoju Ķīpsalā. Mana telefona numurs ir nulle, septiņi, deviņi, divi, pieci, seši, astoņi, divi, septiņi, nulle. Es studēju medicīnu. Man ir viens brālis un viena māsa."
178,http://lava.korpuss.lv/corpus/178,http://lava.korpuss.lv/uploads/db4d1fdc9d33de7d0135d7aa718a276afc03e4c4.jpeg,MALE,19,1,sv,ar|en|es,"Mani sauc Ali. Man ir devinpadsmit. ES esmu medicinas students. ES runaju arabiski, angliski, zviedriski, spaniski un mazliet latviski. Man Patik Riga yo studeju šiet. Man nepatik laiks, yo auksts laiks. Man garso kebabs. Man negarso piens, yo mans ir alergija. Es esmu no zviedrijas. Es dzivoju Rigā. Mana mate ir arste, un mas tevs ir architecte. Es esmu zviedris. Man ir bralis un masa, vinai devinpadsmit","Mani sauc Ali. Man ir deviņpadsmit gadi. Es esmu medicīnas students. Es runāju arābiski, angliski, zviedriski, spāniski un mazliet latviski. Man patīk Rīga, jo studēju šeit. Man nepatīk laiks, jo ir auksts laiks. Man garšo kebabs. Man negaršo piens, jo man ir alerģija. Es esmu no Zviedrijas. Es dzīvoju Rīgā. Mana māte ir ārste, un mans tēvs ir arhitekts. Es esmu zviedrs. Man ir brālis un māsa, viņai ir deviņpadsmit."
179,http://lava.korpuss.lv/corpus/179,http://lava.korpuss.lv/uploads/7cab2c2ce517a56e2c5029b01e042f2b9c6768bb.jpeg,FEMALE,26,1,sv|tr,en,"Mani sauc Kubra. Mans uzvards ir Talayhar.
Man ir divdesmit gadi. Es esmu no Zvidrijas, no Stockholmas. Mana gimene dzivojam Zviedrija. Man ir māte un tevs. Man ir divi brāli.
Viniem ir divdesmit cetri un tris padsmit gadi.
Es runaju zviedriski, turkiski, angliski un mazliet latviski.
Tagad es dzivoju Rigā, Latvijā jo es studēju medicinu, Riga Stradins universitatē. Es esmu medicinas studente. Es biju divdesmit cetri nodarbiba latviska valoda un cetridesmit stundas.
Mana adrese ir Darza iela pieci.
Man patīk Rīga bet tagad aukst laiks. Man garšo pasts bet man negarso tomats.","Mani sauc Kubra. Mans uzvārds ir {Talayhar}.
Man ir divdesmit gadi. Es esmu no Zviedrijas, no Stokholmas. Mana ģimene dzīvo Zviedrijā. Man ir māte un tēvs. Man ir divi brāļi.
Viņiem ir divdesmit četri un trīspadsmit gadi.
Es runāju zviedriski, turciski, angliski un mazliet latviski.
Tagad es dzīvoju Rīgā, Latvijā, jo es studēju medicīnu Rīgas Stradiņa universitātē. Es esmu medicīnas studente. Es biju divdesmit četrās latviešu valodas nodarbībās un četrdesmit stundās.
Mana adrese ir Dārza iela pieci.
Man patīk Rīga, bet tagad ir auksts laiks. Man garšo makaroni, bet man negaršo tomāti."
180,http://lava.korpuss.lv/corpus/180,http://lava.korpuss.lv/uploads/c9f7ff3beab32d932e8891ba7c0529bf29b62cb8.jpeg,MALE,19,48h,bs|sv,en,"Mani sauc Fedja
Mans uzvards ir
Es esmu no
Man ir liels gimene
Man ir viena māsa un viens brālis.
Mans brālis ir astonpadsmit un mana māsa ir trispadsmit
Mana adresse Rigā ir iela, dzivoklis divi
Es runāju Zviedriski, Bosanski un mazliet latviski
Man patīk ūdens bet man nepatīk olas 
Mans milaikais gadalaiks ir vasara
Man bija brivdienas
Es esmu medicinas students
Man patīk studēt latviešu valoda
Es studeju medīcinu.","Mani sauc Fedja.
Mans uzvārds ir *.
Es esmu no *.
Man ir liela ģimene.
Man ir viena māsa un viens brālis.
Manam brālim ir astoņpadsmit, un manai māsai ir trīspadsmit gadi.
Mana adrese Rīgā ir * iela, dzīvoklis divi.
Es runāju zviedriski, bosniešu valodā un mazliet latviski.
Man patīk ūdens, bet man nepatīk olas. 
Mans mīļākais gadalaiks ir vasara.
Man bija brīvdienas.
Es esmu medicīnas students.
Man patīk studēt latviešu valodu.
Es studēju medicīnu."
181,http://lava.korpuss.lv/corpus/181,http://lava.korpuss.lv/uploads/9bd4723bacdee743f34b015d769184cdb99bc202.jpeg,MALE,20,48h,ar,en|sv,"Mani saus Ali, man ir bralis, vins ir divpadsmpit, es runaju Angilski, Arabiski, mazliet Fransiski, Es dzivoju darza iela pieci. Mans tevs runa arabiski, svedriski. Mana mate runa arabiski svedriski. Man ir no svedrijas, Man patik speleju fotula. Es runaju arabiski, svedriski, Angilski, mazliet Frasiski, maszliet latviski, man patik riga jo Es stude šiet.

mana miliaka diena ir piekdena, 
mans miliaka s gadalaik ir vasara, jo tas ir karst 
Vasara, Pa vasara, siema, rudens
Es esmu no svedrijas
man Patik riga, but tas ir auksts
man nav masa
man nav vecvecāki, vini ir miruš
mani vecaki ir no irākas
man patik maize","Mani sauc Ali, man ir brālis, viņam ir divpadsmit, es runāju angliski, arābiski, mazliet franciski. Es dzīvoju Dārza ielā pieci. Mans tēvs runā arābiski, zviedriski. Mana māte runā arābiski, zviedriski. Es esmu no Zviedrijas. Man patīk spēlēt futbolu. Es runāju arābiski, zviedriski, angliski, mazliet franciski, mazliet latviski. Man patīk Rīga, jo es studēju šeit.

Mana mīļākā diena ir piektdiena. 
Mans mīļākais gadalaiks ir vasara, jo tā ir karsta. 
Vasara, pavasaris, ziema, rudens.
Es esmu no Zviedrijas.
Man patīk Rīga, bet te ir auksti.
Man nav māsas.
Man nav vecvecāku, viņi ir miruši.
Mani vecāki ir no Irākas.
Man garšo maize."
182,http://lava.korpuss.lv/corpus/182,http://lava.korpuss.lv/uploads/0749ca617111d3299dee5417b02f08d595c3d2d5.jpeg,FEMALE,20,1,no,en,"Mani sauc Anita, es esmu no norvegijas, bet es dzivoju Rīgā. Es runaju norvegiski, angliski un mazliet latviski. Es esmu zobarst, es strādaju klinika Dentozaurs. Man patik peldet, darbs un atvalinājums. Man nepatik simts un hokejs. Man negaršo saldējums un šokolade, bet man garso apelsīns, banāns un maize. Man ari patik fizika. Man nav suni vai kaki, man nepatik dzivinieki. Man ir trisdesmit cetri gadi. Mana adresse ir Ormita iela sesdesmit divas. Mans telefona numurs ir tris, astoni, pieci, viens, tries, sesi, septini, nulle.
Man ir vīrs, vinu sauc Filips. Vins ari dzivo Rigā, bet vins ir no vaciets. Vins ir profesors, vins stradā universitātē. Vinam patik vani darbs. Mums ir četri bērni. Vinus sauc Tina, Petrik, Lisa un Uģis. Viniem patik spelet spēles, sportot un skatities seriālus.","Mani sauc Anita, es esmu no Norvēģijas, bet es dzīvoju Rīgā. Es runāju norvēģiski, angliski un mazliet latviski. Es esmu zobārste, es strādāju klīnikā Dentozaurs. Man patīk peldēt, darbs un atvaļinājums. Man nepatīk [simts] un hokejs. Man negaršo saldējums un šokolāde, bet man garšo apelsīni, banāni un maize. Man arī patīk fizika. Man nav suņu vai kaķu, man nepatīk dzīvnieki. Man ir trīsdesmit četri gadi. Mana adrese ir Ormita iela sešdesmit divi. Mans telefona numurs ir trīs, astoņi, pieci, viens, trīs, seši, septiņi, nulle.
Man ir vīrs, viņu sauc Filips. Viņš arī dzīvo Rīgā, bet viņš ir vācietis. Viņš ir profesors, viņš strādā universitātē. Viņam patīk viņa darbs. Mums ir četri bērni. Viņus sauc Tīna, Patriks, Liza un Uģis. Viņiem patīk spēlēt spēles, sportot un skatīties seriālus."
183,http://lava.korpuss.lv/corpus/183,http://lava.korpuss.lv/uploads/d47f9fd585afa4204264882ed690992e64c2b71f.jpeg,FEMALE,20,1,ar|no,en,"Mani sauc Oto. Es dzivoju Zvidrijā, bet es esmu soms. Man ir sešas māsas un trīs bralī, un visi ari dzivo Zvidrijā. Es  esmu zobarsts, un mana sieva, Teresa ir ārste. Mums ir tris meitas. Viņas sauc Charlene, Astrida un Petricia. Viņas ir 2, 8 un 17 gads. Man patīk darit sportot un man gārso šokolade un kafija. Teresa pātik darit ari sportot, bet vina uz batiliem ari. Vina garšo apelsini.
Es runajo zviedriski, angliski, somiski un mazliet latviski. Mana sieva un mana meitas ari runā zviedriski un somiski, bet vinas nerunā angliski un latviski.
Mans tēvs sauc Paul un vins dzivoju Austrijā ar viņa draudzene, vina sauc Violette. Mana māte ir mirusi.
Mans suns sauc Pluto, un viņs ir trīs gads.
Mans draugs sauc Pauls. Viņs ir profesors Latvijas Universitatē Rīgā. Viņs patik valodas un zinātne. Viņs ir no Vācijas, un viņs runā vaciski, angliski, latviski, kreviski un mazliet arabiski. Pauls ir septiņdesmit gads. Viņs nepatīk suns, bet viņs patik kaķis. Pauls garso pica un saldejums, bet viņs nepatik tomati Viņa draudzene sauc Peterica, un vina ir latviete un profesore ari.Viņa ir viens dēls.","Mani sauc Oto. Es dzīvoju Zviedrijā, bet es esmu soms. Man ir sešas māsas un trīs brāļi, un visi arī dzīvo Zviedrijā. Es  esmu zobārsts, un mana sieva Terēza ir ārste. Mums ir trīs meitas. Viņas sauc Šarlīna, Astrīda un Patrīcija. Viņām ir 2, 8 un 17 gadi. Man patīk sportot, un man garšo šokolāde un kafija. Terēzai patīk arī sportot, bet viņa iet uz ballītēm arī. Viņai garšo apelsīni.
Es runāju zviedriski, angliski, somiski un mazliet latviski. Mana sieva un manas meitas arī runā zviedriski un somiski, bet viņas nerunā angliski un latviski.
Manu tēvu sauc Pauls un viņš dzīvo Austrijā ar viņa draudzeni, viņu sauc Violeta. Mana māte ir mirusi.
Manu suni sauc Pluto, un viņam ir trīs gadi.
Manu draugu sauc Pauls. Viņš ir profesors Latvijas Universitātē Rīgā. Viņam patīk valodas un zinātne. Viņš ir no Vācijas, un viņš runā vāciski, angliski, latviski, krieviski un mazliet arābiski. Paulam ir septiņdesmit gadi. Viņam nepatīk suņi, bet viņam patīk kaķi. Paulam garšo pica un saldējums, bet viņam negaršo tomāti. Viņa draudzeni sauc {Peterica}, un viņa ir latviete un profesore arī. Viņai ir viens dēls."
184,http://lava.korpuss.lv/corpus/184,http://lava.korpuss.lv/uploads/d52d42d0836610b0f74df220da4081386b7416be.jpeg,FEMALE,22,1,no,en,"Mani Sauc Agnese. Es dzivoju Latvijā, bet es esmu francūziete. Es runājo franciski, ungāriski un mazliet latviski. Man patik peldēt un teātris. Man nepatik fizika un fotografēt. Man garšo apelsīns un šokolade. Man ir trīsdesmit gads. Man ir draugs. Vinu sauc Nikola. Vins ir zobārsts. Vinš runā angliski, spānisk un franciski. Viņš strādā Austrija. Es studēju zobārstnieciba Latvijas universitatē. Mums ir trīs bērni. Mana meita viņa sauc Petra un tie ir mani dēli, viņus sauc Toms un Pēteris. Petra ir četras gards. Toms un Pēteris ir deviņi gards. Viņiem patīk futbols un hokejs. Viņi dzīvo Austrijas ar Nikola. Toms nepatik kaķi. Mans vecāki dzīvo Dānija. Mana māte ir no dāniete un mans tēvs ir no spānis. Mana draudzene sauc Katrina. Viņa dzīvo Itālija. Viņa studē medicīna. Viņai patīk ballīte un fotografēt. Viņai garšo bulciņa un kafija. Viņa ir trīsdesmit gads. Viņa nepatik cinema.
Es dzīvoju Rigā. Man nav brālis un māsa.","Mani sauc Agnese. Es dzīvoju Latvijā, bet es esmu francūziete. Es runāju franciski, ungāriski un mazliet latviski. Man patīk peldēt un teātris. Man nepatīk fizika un fotografēt. Man garšo apelsīni un šokolāde. Man ir trīsdesmit gadi. Man ir draugs. Viņu sauc Nikola. Viņš ir zobārsts. Viņš runā angliski, spāniski un franciski. Viņš strādā Austrijā. Es studēju zobārstniecību Latvijas Universitātē. Mums ir trīs bērni. Manu meitu sauc Petra, un tie ir mani dēli, viņus sauc Toms un Pēteris. Petrai ir četri gadi. Tomam un Pēterim ir deviņi gadi. Viņiem patīk futbols un hokejs. Viņi dzīvo Austrijā ar Nikolu. Tomam nepatīk kaķi. Mani vecāki dzīvo Dānijā. Mana māte ir dāniete, un mans tēvs ir spānis. Manu draudzeni sauc Katrīna. Viņa dzīvo Itālijā. Viņa studē medicīnu. Viņai patīk ballītes un fotografēt. Viņai garšo bulciņas un kafija. Viņai ir trīsdesmit gadi. Viņai nepatīk kino.
Es dzīvoju Rīgā. Man nav brāļa un māsas."
185,http://lava.korpuss.lv/corpus/185,http://lava.korpuss.lv/uploads/87447485e53f21985857a1d620c162f45d07e1d3.jpeg,FEMALE,20,1,no,,"mani sauc Cornelia, un es nestrādaju. Es esmu no Italijas un es esmu Italiete. Es runāju italiski un angliski. man nepatik berni, bet man patik iet uz ballitēm, mani garso šokolade un alcohol. Mani nav viris, mani ir cetri berni. Vinu cauc Ina, Tina, Mina un Tom. mes dzivojam Rigas. mums ir kaki. man ir divi māsas. Manas masas sauc Julie un Kari. Mana adrese ir Markela iela divi. Kari dzivo Italijā, vina ir no Italijā un vina ir Italiete. mes runjam Italiski. Vinai patik dzīvot, bet vinai negaršo sjokolade. Vinai ir suns, vinei nepatik kakis. Vina divdesmit pieci. Vinia adresse ir - Roma Iela astonpadsmit. Vinia studejam Romā.
Man ir draugs. Vinu sauc Chris un ir no Anglijas. Chris ir anglis. Vins ir zobārsts. Vinam patik vina darbs un negarso alcohol. Chris runa Angliski, franciski un dāniski Vina nepatic spelet speles un fotografet. Chris dzivo Rigā Vinis stradā Rigā. Vinis ir suns, vinei nepatik kakis. Vinis adrese ir Aleksandra Caka Iela septindesmit pieci","Mani sauc Kornēlija, un es nestrādāju. Es esmu no Itālijas, un es esmu itāliete. Es runāju itāliski un angliski. Man nepatīk bērni, bet man patīk iet uz ballītēm, man garšo šokolāde un alkohols. Man nav vīra, man ir četri bērni. Viņus sauc Ina, Tina, Mina un Toms. Mēs dzīvojam Rīgā. Mums ir kaķi. Man ir divas māsas. Manas māsas sauc Jūlija un Kari. Mana adrese ir Merķeļa iela divi. Kari dzīvo Itālijā, viņa ir no Itālijas, un viņa ir itāliete. Mēs runājam itāliski. Viņai patīk dzīvot, bet viņai negaršo šokolāde. Viņai ir suns, viņai nepatīk kaķi. Viņai ir divdesmit pieci gadi. Viņas adrese ir Romas iela astoņpadsmit. Viņa studē Romā.
Man ir draugs. Viņu sauc Kriss, un viņš ir no Anglijas. Kriss ir anglis. Viņš ir zobārsts. Viņam patīk viņa darbs un negaršo alkohols. Kriss runā angliski, franciski un dāniski. Viņam nepatīk spēlēt spēles un fotografēt. Kriss dzīvo Rīgā. Viņš strādā Rīgā. Viņam ir suns, viņam nepatīk kaķi. Viņa adrese ir Aleksandra Čaka iela septiņdesmit pieci."
186,http://lava.korpuss.lv/corpus/186,http://lava.korpuss.lv/uploads/a70030505682b4364982bf8f154d20cc453bdf4b.jpeg,MALE,20,1,de,en|fr|fa,"Labdien, Mani sauc Amin Azimi un es dzīvoju Latvijā. Es strādāju kafejnica Rīgā. Man ir divdesmit trīs gadī un es esmu francūzis. Tāpēc es runāju franciski un mazliet latviski. Es runāju āri angliski, porsiešu arabiski. Mana ģimene ir no Irānas bet dzīvo Parī. Mans tēvs ir uznēmējs, Viņam ir piecdesmit divi galdi, viņu sauc Hamed. Mana māte ir arste, viņu sauc Elahe un viņai ir četrdesmit deviņi galdi. Man ir āri viena masa un viens brālis. Mana māsa sauc Sara, viņa dzīvō un studē Romā. Viņa studē bioloģija. Man brālis - viņu ir divdesmit devini galdi - āri  dzivoju Parī. Vinu strāda biržā.
Man ir viens labi draugs Rīgā, viņu sauc Pēteris. Pēteris ir no Latvias un runā krieviski, latviski, angliski, un mazliet vāciski. 
Ar Pēteris man pātik futbol spēles.
Es dzīvoju ar mans suns, Philipe. Mēz dzīvojam Elīzabetes iela divdesmit četri, dzivoklis seši. Pēteris āri dzivoju Elizabetes ielā. 
Pēteris studē medicīna Rīga Stradiņa univērsitatē. Viņam ir āri divdesmit trīs galdi.
Es esmu jauni Rīgā un man patik Riga.","Labdien! Mani sauc {Amin} {Azimi}, un es dzīvoju Latvijā. Es strādāju kafejnīcā Rīgā. Man ir divdesmit trīs gadi, un es esmu francūzis. Tāpēc es runāju franciski un mazliet latviski. Es runāju arī angliski, persiešu valodā, arābiski. Mana ģimene ir no Irānas, bet dzīvo Parīzē. Mans tēvs ir uzņēmējs, viņam ir piecdesmit divi gadi, viņu sauc {Hamed}. Mana māte ir ārste, viņu sauc {Elahe}, un viņai ir četrdesmit deviņi gadi. Man ir arī viena māsa un viens brālis. Manu māsu sauc Sāra, viņa dzīvo un studē Romā. Viņa studē bioloģiju. Mans brālis - viņam ir divdesmit deviņi gadi - arī dzīvo Parīzē. Viņš strādā biržā.
Man ir viens labs draugs Rīgā, viņu sauc Pēteris. Pēteris ir no Latvijas un runā krieviski, latviski, angliski un mazliet vāciski. 
Ar Pēteri man patīk futbola spēles.
Es dzīvoju ar manu suni Filipu. Mēs dzīvojam Elizabetes ielā divdesmit četri, dzīvoklis seši. Pēteris arī dzīvo Elizabetes ielā. 
Pēteris studē medicīnu Rīgas Stradiņa universitātē. Viņam ir arī divdesmit trīs gadi.
Es esmu jauns Rīgā, un man patīk Rīga."
187,http://lava.korpuss.lv/corpus/187,http://lava.korpuss.lv/uploads/589300b0f47c6a38a8a059f7ee02d91dc6c0aaab.jpeg,FEMALE,19,1,si,en,"Mani sauc Alia. Man ir četrdesmit gadi. Es esmu no Ungārijas. mana tautība ir ungāriete. Es runaju ungāriski, angliski, vāciski, poliski, baltkrieviski, poliski un mazliet latviski. Tagad es dzīvoju Ukrainā. Es strādāju maiznīcā. man patīk cepšana un dziedāšana. Man nepatīk skriešana. Man garso šokolāde, kafija, tomāti un vista. Man negarso kūka.
Mans telefona numurs ir divi pieci četri viena divi trīs trīs nulla. mana adrese ir Daugavgrīvas iela divi, dzīvoklis trispadsmits, Ukraina. Tas ir mans vīrs. Viņa sauc Nemo. Viņs ir četrdesmit deviņi gadi. Viņš nestrādā. Viņš ir no Somijās. Viņš ir soms. Viņš rūna somiski un mazliet angliski. Viņa telefona numurs ir četri septini nulle nulle divi viena divi nulle viņām patik autobuss. viņām garso saldējums un apelsini. 
Mums ir desmit bērni. viņām nepatik kāki un suns.
Ta ir mana meita. Viņas sauc Natalie. Viņa ir četri gadi. Viņai garso banāns un bulciņa. viņai negarso apelsins.
diemzēl, tagad es dzivoju Rigā. Ta ir mana māsa. Viņa sauc tamara. viņi dzivō Rigā. Viņai patik hokejs. viņa runā latviski un mazliet ungāriski. Viņai garso gāzēti dzērieni un medus. Viņai patīk kākī. Viņu telefona numurs ir divi seši astoni nulle četri trīs pieci septini.
Visa mana ģimene runājum angliski un ungāriski.
Man ir draudzene. Viņu sauc [malithi]. Viņa ir trīspadsmit gadi. viņa ir no Amerikas. Viņa runa angliski un poliski un mazliet ungāriski. viņai garso saldējums, šokolade un pankūkas. Viņai negarso piens. viņai patik sportot un fizika. viņu telefona numurs ir trīs septini viens četri, pieci, nulle, astoni, trīs. Viņi dzivoju Amerikas.","Mani sauc Alia. Man ir četrdesmit gadi. Es esmu no Ungārijas. Mana tautība ir ungāriete. Es runāju ungāriski, angliski, vāciski, poliski, baltkrieviski, poliski un mazliet latviski. Tagad es dzīvoju Ukrainā. Es strādāju maiznīcā. Man patīk cepšana un dziedāšana. Man nepatīk skriešana. Man garšo šokolāde, kafija, tomāti un vista. Man negaršo kūkas.
Mans telefona numurs ir divi, pieci, četri, viens, divi, trīs, trīs, nulle. Mana adrese ir Daugavgrīvas iela divi, dzīvoklis trīspadsmit, Ukraina. Tas ir mans vīrs. Viņu sauc Nemo. Viņam ir četrdesmit deviņi gadi. Viņš nestrādā. Viņš ir no Somijas. Viņš ir soms. Viņš runā somiski un mazliet angliski. Viņa telefona numurs ir četri, septiņi, nulle, nulle, divi, viens, divi, nulle. Viņam patīk autobuss. Viņam garšo saldējums un apelsīni. 
Mums ir desmit bērni. Viņiem nepatīk kaķi un suns.
Tā ir mana meita. Viņu sauc Natālija. Viņai ir četri gadi. Viņai garšo banāni un bulciņas. Viņai negaršo apelsīni.
Diemžēl tagad es dzīvoju Rīgā. Tā ir mana māsa. Viņu sauc Tamāra. Viņa dzīvo Rīgā. Viņai patīk hokejs. Viņa runā latviski un mazliet ungāriski. Viņai garšo gāzēti dzērieni un medus. Viņai patīk kaķi. Viņas telefona numurs ir divi, seši, astoņi, nulle, četri, trīs, pieci, septiņi.
Visa mana ģimene runā angliski un ungāriski.
Man ir draudzene. Viņu sauc [malithi]. Viņai ir trīspadsmit gadi. Viņa ir no Amerikas. Viņa runā angliski un poliski, un mazliet ungāriski. Viņai garšo saldējums, šokolāde un pankūkas. Viņai negaršo piens. Viņai patīk sportot un fizika. Viņas telefona numurs ir trīs, septiņi, viens, četri, pieci, nulle, astoņi, trīs. Viņa dzīvo Amerikā."
188,http://lava.korpuss.lv/corpus/188,http://lava.korpuss.lv/uploads/b7389a03c16147dfc4084b24b1cfcb14763302c6.jpeg,MALE,20,1,en|si,,"Mans vārds ir Annetta,  un mans uzvārds ir Fizīka. Es esmu molekulārās bioloģijas skolotāja. Es strādāju Rīgas Stradina Universitāte. Es esmu Latviete un es runāju Latviski, Krieviski un Angliski. Man patīk Eiropieši un man nepatīk ārzemnieki. Man garšo banāns un man negaršo šokolāde. Man ir astoņpadsmit kaķi. Man nepatīk suni. Man ir četrdesmit sešas. Mana adrese ir Ventspils iela 2, dz. 666. [Ventspils iela divi, dzīvoklis seši simt sešdesmit seši.] Mans telefona numurs ir 92043651 [devini, divi, nulle, četri, trīs, seši, pieci, viens] Es esmu veģetāriete. Es dzīvoju mans vecāki.
Mans tēvs vards ir Māris. Mans tēvs ir pārdevējs. Mana māte vards ir Smuidra. Mana māte ir Arābiski mūziķe. Mans tēvs ir Latvietis. Vins runa Krieviski, Latviski un mazliet Vāciski. Mana māte ir Slovākiete. Vina runa Slovakiski, Italiski un mazliet Angliski. Mans tevs ir septiņdesmit astoni, un mana māte ir astoņdesmit trīs. Mana māte un mans tevs gorso apelsini, Un negarso piens. Mana mate patīk ballīte un mans tēv nepatīk ballīte. Mans vecakī nav telefona. Mans tēvs ir pensionāri. Mana māte strādā Nacionālā Opera. Mans vecakī nepatīk mani kaķi. Man nav brāli un masas. Man ir sieva. Viņu sauc Liene. Viņa dzivo Indija. Mana sieva ir Francūziete administratore. Mēs nedzīvojam kopā.
Man nav draugi, jo es esmu rasistisks - vai es ir kaķis. Mani kaķi ir apģērbi no Itālija - Prada un Gucci. Man draugi ir mani kaķis","Mans vārds ir Aneta, un mans uzvārds ir Fizīka. Es esmu molekulārās bioloģijas skolotāja. Es strādāju Rīgas Stradiņa universitātē. Es esmu latviete, un es runāju latviski, krieviski un angliski. Man patīk eiropieši, un man nepatīk ārzemnieki. Man garšo banāni, un man negaršo šokolāde. Man ir astoņpadsmit kaķi. Man nepatīk suņi. Man ir četrdesmit seši gadi. Mana adrese ir Ventspils iela 2, dz. 666. (Ventspils iela divi, dzīvoklis seši simti sešdesmit seši.) Mans telefona numurs ir 92043651 (deviņi, divi, nulle, četri, trīs, seši, pieci, viens). Es esmu veģetāriete. Es dzīvoju ar maniem vecākiem.
Mana tēva vārds ir Māris. Mans tēvs ir pārdevējs. Manas mātes vārds ir Smuidra. Mana māte ir arābu mūziķe. Mans tēvs ir latvietis. Viņš runā krieviski, latviski un mazliet vāciski. Mana māte ir slovākiete. Viņa runā slovākiski, itāliski un mazliet angliski. Manam tēvam ir septiņdesmit astoņi un manai mātei ir astoņdesmit trīs gadi. Manai mātei un manam tēvam garšo apelsīni un negaršo piens. Manai mātei patīk ballītes, un manam tēvam nepatīk ballītes. Maniem vecākiem nav telefona. Mans tēvs ir pensionārs. Mana māte strādā Nacionālajā operā. Maniem vecākiem nepatīk mani kaķi. Man nav brāļu un māsu. Man ir sieva. Viņu sauc Liene. Viņa dzīvo Indijā. Mana sieva ir francūziete, administratore. Mēs nedzīvojam kopā.
Man nav draugu, jo es esmu rasistiska - vai es esmu kaķis. Maniem kaķiem ir apģērbi no Itālijas - Prada un Gucci. Mani draugi ir mani kaķi."
